# 시트 sheet-224.png 판독. 배열은 음독 오십음순.
# 347..351 은 처음 판독이 한 칸씩 앞당겨져 있었다. 347 자리의 臭 를 빠뜨려
#   襲 集 出 術 이 모두 한 칸 앞으로 밀렸고 351 에 실체 없는 瞬 이 들어갔다.
#   실제 대사가 잡아냈다 — 「任務に出かける」「言い出しました」가 術 로 나왔다.
#   350 의 글리프는 가운데 기둥에 凵 둘이 겹친 出 이고 351 은 行 안에 朮 이 든 術 이다.
224	e
225	皿
226	悪
227	安
228	暗
229	闇
230	以
231	異
232	違
233	一
234	員
235	右
236	運
237	鋭
238	液
239	越
240	園
241	援
242	炎
243	煙
244	押
245	屋
246	音
247	下
248	化
249	何
250	果
251	火
252	我
253	会
254	回
255	快
256	海
257	格
258	確
259	覚
260	学
261	喚
262	完
263	間
264	関
265	岸
266	顔
267	器
268	機
269	気
270	技
271	吸
272	急
273	給
274	居
275	巨
276	共
277	強
278	恐
279	近
280	金
281	空
282	軍
283	形
284	警
285	撃
286	激
287	血
288	月
289	剣
290	見
291	験
292	減
293	言
294	個
295	呼
296	己
297	御
298	光
299	効
300	口
301	好
302	攻
303	校
304	甲
305	行
306	降
307	高
308	合
309	告
310	黒
311	獄
312	今
313	混
314	佐
315	左
316	砂
317	催
318	殺
319	三
320	山
321	散
322	斬
323	使
324	士
325	始
326	止
327	死
328	試
329	事
330	持
331	時
332	次
333	治
334	自
335	失
336	実
337	射
338	捨
339	弱
340	取
341	手
342	殊
343	受
344	呪
345	修
346	終
347	臭
348	襲
349	集
350	出
351	術
